Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2016-12-27,19.10084436280493,18.264595052624454,17.53075027173726,17.434241164226606,18.22410953667942,19.85321601109398,23.788848056333673,25.228665817697696,26.251532835112556,27.419878156879065,28.5286133462322,28.063830938555824,27.211335219793543,26.745630089348808,26.208890106713888,26.338957625953665,28.022927743149186,35.886230846829605,32.565618443229326,31.739756707231756,31.986765822896174,28.9021473579299,24.97601551255972,22.516413026453357
2016-12-28,21.947657050742713,21.407247413475293,20.91505550931653,20.843612121880668,21.378065763640898,23.70706179987602,30.277733537614935,33.646398434058206,31.340375743634436,30.944351504508234,30.84439447102295,29.186957526640704,27.600894858438522,26.24335215497685,25.617390188134713,26.071015182339384,27.769258182657374,35.81633665339073,36.29718904444826,34.476443007230564,32.256809902986134,29.718951454022033,25.991413845567873,24.03406733113768
2016-12-29,21.96360122042844,20.97022881645565,20.10196779040139,20.117763149715802,20.486911855497862,22.704495705667135,28.133480293419687,32.93730096057109,30.116595906103253,31.026365076326005,31.111560665564486,30.274482216123335,28.856947650934323,28.860689364080386,28.609185891689993,28.88834697803904,30.637242413999722,38.87601118908609,36.605119958776115,35.55203950932661,35.25529601472133,30.515632586668424,26.571027009201394,24.230899021412288
2016-12-30,22.895867270689475,21.90547278602943,21.212615017722918,21.177957593549685,21.59696195345311,23.6756494200801,28.202682368405153,32.00808530133951,31.970438499435048,33.67496591265862,33.07812301350456,31.819499584078052,30.65342003179749,30.11537856839635,29.523995890940324,29.002559020365332,31.157212622101643,39.43821112945682,36.56299039198638,35.7105107901983,36.1929683075467,32.22689937679296,28.49362282317081,25.891891006104654
2016-12-31,23.020518072731246,21.97498276961828,21.226000468704616,20.67897649417373,20.496706639196358,21.093947366195792,22.753666498166677,24.696513604727244,26.168602852396084,26.245394779844784,24.912277746225158,23.464527699273262,20.687715760076358,18.212066170508418,17.416643035275595,17.177852200697252,18.647873928599196,28.98323988927995,24.530160695406927,20.95412737792608,22.603398720311986,23.65239644839799,22.838756365810625,21.804185763151104
2017-01-01,20.9703072420611,19.491183435996028,18.337099509940955,17.758217691207467,17.3217570001566,17.44558079795638,16.808635125075202,16.687770712362564,19.34837728631397,21.22590204834076,20.406166578215228,19.154402179341247,20.030663200069853,18.7385011242637,18.584740762086366,19.06820143355877,21.401378709486217,29.176273813344046,27.84588384407021,27.587492645863634,28.667809705724473,25.41617678487329,23.553210529270064,21.89374520125096
2017-01-02,21.596511740889643,20.844938900363676,20.344378152595265,20.26065242265034,21.2614941333835,23.031890327817056,27.06912742407524,29.05179927895938,28.825606282633412,29.625498297013948,29.958105281783787,30.17016596812176,29.048624189274,28.508154274187383,27.80988108461397,27.8485961786278,28.744256761782946,37.7490445852278,34.062171013418336,32.368638883420644,29.389359543450407,26.59031547464755,24.18088626408473,22.2452709863354
2017-01-03,19.625118708507518,18.673001500021304,17.8082513195408,17.558884302278116,18.097005303965982,19.526108086257913,23.7561211069165,25.523117335415527,27.17635354184745,27.78190543234835,28.88630751529653,28.590989184843387,29.023135318380692,28.320909034908734,27.4011543017648,26.32513615057244,28.66124839043282,36.988376906454654,35.89261079429731,33.1923936758991,30.10697609797709,27.213627474960035,24.702123652161017,22.244288891860595
2017-01-04,21.236100822533018,20.315958568416253,19.51873411729365,19.225804754102843,20.353135484031,22.315156113318,28.946795627976282,31.885685442280455,31.3602851647807,31.850662390026987,32.40472328521335,31.89831027849616,30.87824820520576,30.331581721970206,30.262339221647604,29.890986634430686,31.987547336747735,44.70720632187991,47.35988059998493,45.27343120672941,39.38696686098773,33.33179062598517,29.000474570611637,26.143426527251002
2017-01-05,25.99034375705979,25.755108714461194,25.956841792967566,26.52224639819538,27.12481905349,30.043197442511264,36.68351355023883,48.39708729525097,41.46151947278439,41.29766121894749,39.013543696340534,38.18707744873649,36.216381234301295,36.40376828303937,37.13171148025701,36.712728163830285,38.91212503478979,49.16575618584098,50.905086206436785,46.057619672221406,42.70220880772931,37.71558375929934,30.717676440208542,28.77114745867278
2017-01-06,26.608585218026835,25.450747544353753,24.557683616874044,24.924495704303464,26.34463228975331,28.87116637205451,39.7747855593721,49.567014342837965,45.475514932617806,42.91214968016621,42.37296641453184,40.85048675633146,37.62805024837937,35.94332133617969,34.838535421895315,33.924314891970205,36.456422574808606,48.95301962301926,49.26303623887887,45.79278351422198,44.08851864393499,39.32315895388343,32.79992106671918,28.634432655156267
2017-01-07,30.40663904597529,29.20758188185331,28.656789312314498,28.012744752844284,29.00831708754467,30.402164949310666,32.42493788595768,36.81102345600429,40.117062285794475,40.88484093847081,38.65724753463996,36.456150438132745,35.75304919341815,34.11060458217843,33.393335438280296,33.25100144631417,35.81196778075505,44.25235862788995,46.290717851928626,43.23283527174917,41.183927972488256,37.77754703401029,31.930249334165456,28.720773632420034
2017-01-08,28.906648121598472,27.1850087518645,26.110224117909258,25.567350745776103,25.41111531025227,25.349831570746357,26.203441857043284,28.341103044686022,31.23128691163908,32.73909005668599,32.32864986479907,30.971425811118273,30.56374587205687,28.9207676672778,28.542985481811908,28.979474172587306,30.631340420477244,40.13082000154138,42.84800359984496,39.912372324599964,38.53369857904915,34.79922653452975,30.75676402150107,28.14062729540512
2017-01-09,29.7703348624214,28.094797574110682,27.24959284540532,27.617225835590908,28.035959931533945,30.963509449330004,37.44753109117899,48.29418327990075,47.2489658885074,43.39868140482657,41.75905317983921,41.032742607916035,37.92372500867763,35.803977468379124,34.72849756344616,34.78050872634827,36.794872541191026,48.05566590720791,49.54195753185975,46.21993242910882,41.47650351730256,36.672519059413446,32.17276974385187,27.781431878479182
2017-01-10,21.487201460517845,20.730214552973013,19.546350643939306,18.981865932646866,19.327722662124746,21.892475532793586,26.954691058441867,32.11763822636554,32.324306400103694,31.4091264889586,30.926333805809655,29.820169972837363,27.980537526755644,24.829470452403847,22.809994993540027,21.73888356622367,23.680829693983398,34.88812814049203,36.22413633246739,30.325261172669084,28.42772111939159,25.40135337998339,23.629480427774222,21.245700151479717
2017-01-11,19.107601675518737,17.83111894229539,16.623821789208147,15.7063376421463,16.464262452767173,17.168101554946027,22.932872200776984,27.155876548052674,26.60355367354906,26.76213404187386,25.324380890406417,23.093277740216816,21.039350007286927,18.762991168780342,16.193646752818985,15.688759343981353,16.506033195517535,25.85287538310672,28.38898239776007,25.631074379793194,24.00072822891599,21.16185110677175,20.233769304383976,19.37559565207531
2017-01-12,19.73341201257851,18.826979846306347,18.050692497493802,17.619645573541444,18.6609112315223,20.181407740547666,25.27015257179914,28.09852903962191,27.01617684937285,28.08274098386709,28.572421929107776,27.6312767200248,25.818193150330263,25.239892436632857,23.800085305935866,23.29132711356644,25.109167223730218,32.10773249473678,31.96669857570373,31.145283768993252,28.659131670444044,26.162856462944134,23.55730161499175,21.416125157651678
2017-01-13,21.96505141309327,21.52131119930884,21.024721544083725,21.21975517917741,22.325528913638944,24.543493859966915,31.135273391326365,31.972265865614276,31.146282015158103,32.15160790331819,33.03900819439183,32.106444164649524,30.514751977739678,29.103756274877103,28.637333147269842,29.159920512434695,31.015385621584404,41.18416646903801,39.601052502275635,37.45664366299937,36.59745698714106,32.315407479986014,28.35875090201356,25.654742503552594
2017-01-14,27.24666469400826,27.13454667973361,27.150839941244033,26.90036418059658,26.736084393512034,27.486554401424797,29.336512488430138,31.951512212150693,33.030081817681456,34.64199660697946,34.294058373597785,32.611963292213964,30.2199947691649,28.824692523429835,28.1388826770594,27.076471782165022,28.893206308509097,37.46506753068613,35.910428963656116,35.889282506007156,35.548599736840025,32.76772392563024,27.91730157660486,25.98154034441555
2017-01-15,23.94502984952139,22.976005980418222,22.293562893744934,22.00974175817189,21.953542841661555,22.352326326705867,23.801861287056038,24.943876193379378,26.241590486650676,26.857981664474515,26.931581620739397,25.170240811974125,23.743630419255325,22.149712577036752,19.749860724074416,19.03586908524422,23.152294740097624,32.43880417179619,32.906618772212724,33.428084659341536,32.12066562177654,29.355550441986225,25.750954300737497,23.532897678315706
2017-01-16,23.522854056411603,23.170404639085646,23.310553220023124,23.48875807831297,23.7435141347595,25.59106223605752,34.07309456537996,39.172083466061636,36.300526791517754,35.61649486865648,35.082252617386885,33.24469276686407,32.06525432236747,31.118206647247806,30.87323143122146,30.958768691824794,32.5220208356115,40.87485032784659,39.2395972822582,37.545533708259484,34.578644661394215,30.090939293255072,25.695471711074184,23.635194286165113
2017-01-17,21.679934939138104,20.658973268984635,19.783567836781174,19.39297574886944,19.87071173706896,21.738774512032602,27.845256007180392,29.780344896090917,29.329214742658422,29.514697661272585,30.446661114334034,29.813638704862722,28.080095400927735,26.97346782573252,23.167057983225973,22.218698348455902,24.070452379626666,33.81044379593626,31.078584255789973,31.2505567541624,28.959262417586867,26.14330492652459,22.094974737481845,21.74764054447972
2017-01-18,21.820998292347284,20.366751374055077,19.641336302475324,19.275495414565682,20.262699208189115,22.041465233091593,28.363048196475102,30.219161119748247,29.961366561585393,30.144681671921216,30.337657303865775,29.61260959005894,28.25281849697009,27.411178426053944,26.50536024301142,26.485787547192327,28.376685622923524,37.1510473314774,37.89116107367349,36.365355132371306,32.81997133188978,29.109455793311504,25.621879249974757,23.515431538316353
2017-01-19,22.39934479522821,21.36691983034133,20.360555958732988,20.40048366371243,20.65203082332978,22.392947895936512,30.59255947934706,35.30088218987281,33.008600677250485,32.65647092491091,32.49125572339315,31.415733508059933,29.179967798293948,28.29349140201643,27.159754554997576,27.32724714117943,28.51382861025524,36.85596865296065,36.40539780156518,34.8218015525522,33.21440557537064,29.962521158413228,25.668215428926132,23.666491176403806
2017-01-20,22.534717540853556,21.161199666936035,19.942559510971357,20.24732937145535,20.675156725537487,21.080939141500284,29.097301996787955,32.55357352991945,31.582391049591244,32.09181415406024,31.475382191155262,30.162729327182014,27.529358769519686,26.6172861934424,24.60302962190114,24.188634310525995,25.464884779494433,35.154077057685534,33.380651539955,30.328808851652298,28.84321989272962,26.187420207450018,24.68317831190562,22.95539917150606
2017-01-21,21.895663424949646,20.720893970044866,19.82691704569526,19.18617684307235,18.95475747369209,18.920683400012127,20.608180517901438,21.733061996022325,25.934914470866495,28.2885648808367,28.268430775243097,26.87195307706772,24.233996378505918,22.640782163207774,19.827288098972247,19.778898652323505,21.91378010500881,31.50980792647137,30.812289951813362,29.556026132273608,27.778147112025305,24.027300893009592,23.276839663815743,21.60934653323035
2017-01-22,20.298836333352227,19.302315120721662,18.289378384608018,17.535276532057928,17.914023276909557,18.289671724556605,17.818862885839764,18.551838029498345,22.063596213338876,22.832381955650607,23.11309826583451,22.97515130715055,22.381572082625798,22.237207711070692,22.878103318074857,23.410212871742203,23.946245364331638,32.236215437642244,31.298230163532498,30.06994122237726,28.94628352006673,25.572999894360347,22.797890286819126,21.097316182720583
2017-01-23,19.903377016715883,19.642308979615606,19.244119952688504,19.033223731208388,20.18351769747681,22.050508556336634,27.17008193328614,28.955637705804378,29.18506339003998,29.875468687022092,30.99597896288206,30.90544809820836,29.936567655577235,29.648817018321946,29.07608054505008,29.209047813098326,31.45841951397835,39.29657986206779,37.24447292716214,35.433821845444825,32.86771617077941,28.903731902747,24.678193734117713,22.286398807696205
2017-01-24,21.29459251833483,21.128700193720043,20.840741790668304,20.35643642997161,21.220602642307895,23.450647886684806,29.564931121984426,32.4532350583319,31.48960283699148,31.032431327939456,30.99467632071477,30.132462801362554,28.499613407044027,27.918580532788333,28.731532790733063,28.111682648364205,29.37570457595325,35.583743216502654,35.4282909147252,33.67784823743433,32.13282846262682,28.54935549479946,24.94295270605265,23.05585554556598
2017-01-25,21.63792881941304,21.04124084564304,20.584569753829367,20.122345310400597,20.86269675191191,22.545785838966996,29.359278976075107,32.01845858912914,29.974226090997632,30.141705019487436,29.393041618488088,28.00431690733313,25.759163512484335,25.18959875124657,24.009315639004118,23.135703453161817,24.146363119402,33.14780618353008,32.58861061187773,30.364182412562478,27.589144333567937,25.60744688353285,23.54641517852732,22.002233741904597
2017-01-26,21.05504461536158,20.124730667399128,19.40493548376092,19.37562464434755,19.990171148390587,21.66023143807202,29.568140876722136,32.08753915967784,31.17209770225496,31.20979407930733,31.468544959117043,30.740355760726164,29.04279557619986,28.102168183568292,27.695786124685394,26.536350192315894,28.880311424952605,40.08764147086945,39.002678712358595,36.50189051745433,35.0937379843703,30.65564943107272,26.353713559528728,23.811416412040977
2017-01-27,22.753399580635705,22.510958245837852,22.290707675841162,22.304840366618105,23.02863719874349,24.47839217600577,32.09012913270948,36.978954118874825,33.49203709883192,33.15753339144026,33.08484226906161,31.93765956555898,30.210270699306434,29.31653286998755,28.59102397589114,27.823347128673184,28.743358218507353,38.702162784864846,38.0255166810592,35.57180454255003,34.10439407532815,30.20165592624615,27.295486747133985,24.8812022140577
2017-01-28,24.12032712769502,23.608213209760347,23.333488393505434,22.58595730517804,22.979283744554827,23.73093162517806,28.01843900347641,30.24751168569312,30.70813879401527,30.759986183163825,29.97939544721007,28.32322011967477,26.852556292809346,25.3371097698546,24.197140815126364,23.376086464880544,24.299341251603252,33.680033595453985,34.56287484633386,32.398525428965044,30.697388817880924,28.0208643095006,25.446902652771445,23.688933670107414
2017-01-29,21.62087166096405,20.925172305581658,20.458108479987033,19.968131144249273,19.918853279151637,20.0658785659474,20.68756843023708,21.23944127764822,23.739744048965015,24.40912391338933,23.767147513478765,22.263116977539934,22.726498337604916,22.23755019154173,22.374284192726982,23.661730764227567,25.355144206333662,32.393571026414165,33.60589767177984,32.60228116766665,31.87996033906956,28.15048813549544,25.084250703722102,22.97264659564643
2017-01-30,21.829458641943432,21.14691549503247,21.04726789536338,21.121182505307267,21.50657435759083,22.474335107299975,27.97095313175417,30.734415608564273,29.84256999372379,30.71181009983441,31.114519950679043,30.166108830963058,29.807690496433732,29.52995950522953,27.040080455771484,26.375159574636193,27.483927208519912,37.04017019980692,36.63769269925057,34.70972839230638,33.28815078008497,29.65842579797956,26.06717183044883,24.012591871231326
2017-01-31,22.154020067410155,21.601050228426324,21.22803479344255,20.802622228422017,21.3586137559355,22.66291331612121,30.240109577443516,33.639631353503155,30.682022668801988,29.980124200144346,29.12283625375352,27.978601965678966,26.025140913886055,25.32843555469424,24.201596582742226,23.090024249925712,22.63390787163881,31.28874072691319,31.59455141541448,28.398279720710114,26.878734305401917,24.96794875647893,23.34847414335374,21.85457788257644
2017-02-01,20.617652931219546,19.900141082910075,19.302899096833563,18.948878479050578,19.47409702666601,20.9940923080732,27.008785429845418,29.622108625083566,28.20546509290828,27.706472189069228,27.220839034389098,26.071144091523045,24.89166066818712,24.370846015935175,23.775043488510207,23.53718359864668,24.51086247079455,30.757229774024147,32.5101168109882,30.557049012794373,29.176994232225315,26.305800118776133,23.800386456505525,22.030838186499363
2017-02-02,19.84916118269356,19.351630175324406,18.749108473659724,18.221910413295024,18.671542912698662,20.34224600954484,26.80462164167165,30.457181917141632,28.789544993787686,29.343713679671737,30.00313321304296,29.417896969615242,28.40870261464428,27.591149011251286,26.924081728238782,26.871803740549772,28.63351412796719,35.67719914512762,37.51140921369108,35.609915694580174,34.34450764298249,30.22412055383503,26.161466860426412,23.36993211821715
2017-02-03,22.953008289783345,22.013359303035603,21.44858922541646,21.457375897629557,21.866193198576852,23.512673603499607,32.38057486580824,39.338290556472614,33.65795056481712,32.391314496617305,32.21687684985934,30.589059058816837,28.876747632207195,27.915428429165512,27.502028173904193,26.971951770493522,27.92684728759918,34.76249373864711,36.5832573493183,34.28069221161227,32.67187754683245,29.490696832228224,25.953051072447284,24.20129264461375
2017-02-04,23.555098385058898,22.963955263243307,22.538100854454107,22.082192230530435,22.362906483624645,23.232184799223496,26.526093919828817,28.779534806138834,29.49097483345126,30.13182684808618,29.424293896595394,27.182018203938902,24.70073347089892,22.094165077174633,22.092228845436367,20.715355253445413,21.091776283862774,25.86771728111717,29.592979179237187,28.716557211232875,28.08999765096692,26.541956042472627,24.71534817237086,23.22693219873843
2017-02-05,21.627171313446883,20.54922866763674,19.828462332666383,19.273880461946398,18.973674597918023,18.509805581593564,19.58952385345225,20.546006288333267,21.3691321713047,21.97191794066814,19.282438830502315,16.244781145542575,16.013046752111634,16.216225485086955,16.69084101535168,15.830512905512578,15.460959740720508,18.234550009787426,22.305300456731096,22.384481951934387,20.96194956944114,20.18354301139221,20.673642675661128,20.14750945712727
2017-02-06,18.80196416137408,18.35798365246543,17.83253784096606,18.159297412617153,18.25559163820427,19.110612423790666,25.06839510617514,28.000946045781063,27.11562562418438,27.702432691711827,27.7898389410838,25.995672310651123,24.895733757832858,24.026664297397748,21.141415446200742,20.383144118776794,21.127499062830793,27.26972891871587,27.630664614454606,27.190248048689313,25.486794229575448,23.295028061240792,21.478897988615483,20.051810119645783
2017-02-07,19.444962049943868,18.486908933495126,17.716031367028915,17.39302469335945,18.021399752908824,19.980563793538295,26.71271302918335,29.038352588635135,27.350839078680604,26.752004069230125,26.2378388622773,25.328412454320315,23.857291668360645,23.083574903883154,22.618466399118812,21.691523547803634,22.544943829695868,26.013270293180085,27.523907010163533,25.23525316893413,22.433676275534886,20.982316632554323,20.025267330752733,19.180304710314932
